t (s),V (V)
0.2588,5.67765568
0.259,5.68253968
0.2592,5.68742369
0.2594,5.68253968
0.2596,5.68742369
0.2598,5.68253968
0.26,5.68742369
0.2602,5.68253968
0.2604,5.68253968
0.2606,5.68253968
0.2608,5.68742369
0.261,5.68253968
0.2612,5.68742369
0.2614,5.68742369
0.2616,5.67765568
0.2618,5.67765568
0.262,5.68253968
0.2622,5.68253968
0.2624,5.68742369
0.2626,5.67765568
0.2628,5.68742369
0.263,5.68253968
0.2632,5.68253968
0.2634,5.68253968
0.2636,5.68253968
0.2638,5.67765568
0.264,5.67765568
0.2642,5.67765568
0.2644,5.67765568
0.2646,5.67765568
0.2648,5.67765568
0.265,5.68253968
0.2652,5.68253968
0.2654,5.67765568
0.2656,5.67765568
0.2658,5.68253968
0.266,5.67765568
0.2662,5.67277167
0.2664,5.67765568
0.2666,5.67765568
0.2668,5.68253968
0.267,5.67277167
0.2672,5.67765568
0.2674,5.67765568
0.2676,5.67765568
0.2678,5.67765568
0.268,5.68253968
0.2682,5.68253968
0.2684,5.68253968
0.2686,5.67277167
0.2688,5.68253968
0.269,5.67277167
0.2692,5.67765568
0.2694,5.67765568
0.2696,5.68253968
0.2698,5.68742369
0.27,5.68253968
0.2702,5.68253968
0.2704,5.68253968
0.2706,5.68742369
0.2708,5.67765568
0.271,5.68742369
0.2712,5.68253968
0.2714,5.68253968
0.2716,5.68742369
0.2718,5.68253968
0.272,5.68742369
0.2722,5.68253968
0.2724,5.68742369
0.2726,5.68742369
0.2728,5.68253968
0.273,5.67765568
0.2732,5.68253968
0.2734,5.68253968
0.2736,5.67765568
0.2738,5.68253968
0.274,5.67765568
0.2742,5.68253968
0.2744,5.68253968
0.2746,5.68253968
0.2748,5.68742369
0.275,5.68742369
0.2752,5.68253968
0.2754,5.68253968
0.2756,5.68253968
0.2758,5.67765568
0.276,5.67765568
0.2762,5.68742369
0.2764,5.68742369
0.2766,5.68253968
0.2768,5.68253968
0.277,5.68742369
0.2772,5.68742369
0.2774,5.68742369
0.2776,5.68742369
0.2778,5.68253968
0.278,5.68742369
0.2782,5.68253968
0.2784,5.68253968
0.2786,5.68742369
0.2788,5.67765568
0.279,5.68253968
0.2792,5.68742369
0.2794,5.68742369
0.2796,5.68253968
0.2798,5.68253968
0.28,5.68253968
0.2802,5.68253968
0.2804,5.67765568
0.2806,5.68253968
0.2808,5.68742369
0.281,5.68253968
0.2812,5.67765568
0.2814,5.67765568
0.2816,5.67765568
0.2818,5.67277167
0.282,5.67765568
0.2822,5.67765568
0.2824,5.68253968
0.2826,5.67277167
0.2828,5.68253968
0.283,5.68253968
0.2832,5.67765568
0.2834,5.67277167
0.2836,5.68253968
0.2838,5.67765568
0.284,5.67765568
0.2842,5.67765568
0.2844,5.67277167
0.2846,5.67277167
0.2848,5.67277167
0.285,5.67765568
0.2852,5.67765568
0.2854,5.67765568
0.2856,5.67765568
0.2858,5.68742369
0.286,5.68253968
0.2862,5.68253968
0.2864,5.68253968
0.2866,5.68742369
0.2868,5.68742369
0.287,5.67765568
0.2872,5.68253968
0.2874,5.68742369
0.2876,5.68253968
0.2878,5.67765568
0.288,5.68253968
0.2882,5.68742369
0.2884,5.68253968
0.2886,5.68253968
0.2888,5.68253968
0.289,5.68742369
0.2892,5.67765568
0.2894,5.68253968
0.2896,5.68253968
0.2898,5.68742369
0.29,5.68253968
0.2902,5.68253968
0.2904,5.68253968
0.2906,5.68253968
0.2908,5.67765568
0.291,5.67765568
0.2912,5.67765568
0.2914,5.67277167
0.2916,5.68253968
0.2918,5.68253968
0.292,5.68742369
0.2922,5.68742369
0.2924,5.68742369
0.2926,5.68742369
0.2928,5.68742369
0.293,5.68253968
0.2932,5.68253968
0.2934,5.68253968
0.2936,5.68253968
0.2938,5.67765568
0.294,5.68253968
0.2942,5.68742369
0.2944,5.68742369
0.2946,5.68742369
0.2948,5.68742369
0.295,5.68253968
0.2952,5.68742369
0.2954,5.68742369
0.2956,5.68742369
0.2958,5.68742369
0.296,5.67765568
0.2962,5.67765568
0.2964,5.68742369
0.2966,5.67765568
0.2968,5.67765568
0.297,5.68253968
0.2972,5.68253968
0.2974,5.67765568
0.2976,5.67765568
0.2978,5.68253968
0.298,5.67765568
0.2982,5.68253968
0.2984,5.67765568
0.2986,5.67765568
0.2988,5.67277167
0.299,5.67277167
0.2992,5.67765568
0.2994,5.67765568
0.2996,5.67765568
0.2998,5.67765568
0.3,5.67765568
0.3002,5.67277167
0.3004,5.67277167
0.3006,5.67277167
0.3008,5.67765568
0.301,5.67765568
0.3012,5.67765568
0.3014,5.68253968
0.3016,5.68253968
0.3018,5.68253968
0.302,5.67765568
0.3022,5.68253968
0.3024,5.68742369
0.3026,5.67277167
0.3028,5.67765568
0.303,5.68253968
0.3032,5.68742369
0.3034,5.67765568
0.3036,5.67765568
0.3038,5.67765568
0.304,5.68253968
0.3042,5.68253968
0.3044,5.68253968
0.3046,5.68742369
0.3048,5.67765568
0.305,5.68253968
0.3052,5.68742369
0.3054,5.67765568
0.3056,5.68253968
0.3058,5.68253968
0.306,5.68253968
0.3062,5.68253968
0.3064,5.68742369
0.3066,5.68253968
0.3068,5.69230769
0.307,5.68253968
0.3072,5.67765568
0.3074,5.68253968
0.3076,5.67765568
0.3078,5.67765568
0.308,5.67765568
0.3082,5.68253968
0.3084,5.68253968
0.3086,5.68253968
0.3088,5.68742369
0.309,5.68742369
0.3092,5.68253968
0.3094,5.67765568
0.3096,5.68253968
0.3098,5.68742369
0.31,5.68253968
0.3102,5.68742369
0.3104,5.68253968
0.3106,5.68253968
0.3108,5.68742369
0.311,5.68742369
0.3112,5.68742369
0.3114,5.68742369
0.3116,5.68253968
0.3118,5.68742369
0.312,5.68742369
0.3122,5.68253968
0.3124,5.68253968
0.3126,5.68253968
0.3128,5.68742369
0.313,5.68253968
0.3132,5.68253968
0.3134,5.68253968
0.3136,5.68253968
0.3138,5.67765568
0.314,5.67765568
0.3142,5.68742369
0.3144,5.67765568
0.3146,5.67765568
0.3148,5.67765568
0.315,5.68253968
0.3152,5.67765568
0.3154,5.67277167
0.3156,5.67765568
0.3158,5.67277167
0.316,5.67765568
0.3162,5.67277167
0.3164,5.68253968
0.3166,5.67765568
0.3168,5.68253968
0.317,5.68253968
0.3172,5.67765568
0.3174,5.67765568
0.3176,5.67277167
0.3178,5.67277167
0.318,5.67765568
0.3182,5.67277167
0.3184,5.67765568
0.3186,5.68253968
0.3188,5.67765568
0.319,5.67765568
0.3192,5.68742369
0.3194,5.68253968
0.3196,5.68253968
0.3198,5.67765568
0.32,5.68253968
0.3202,5.68253968
0.3204,5.68253968
0.3206,5.67765568
0.3208,5.68742369
0.321,5.68253968
0.3212,5.68253968
0.3214,5.68742369
0.3216,5.68742369
0.3218,5.68253968
0.322,5.67765568
0.3222,5.68253968
0.3224,5.68742369
0.3226,5.67765568
0.3228,5.67765568
0.323,5.67765568
0.3232,5.68253968
0.3234,5.67765568
0.3236,5.67765568
0.3238,5.68253968
0.324,5.68253968
0.3242,5.68253968
0.3244,5.68253968
0.3246,5.68253968
0.3248,5.68253968
0.325,5.67765568
0.3252,5.67765568
0.3254,5.68253968
0.3256,5.68253968
0.3258,5.67765568
0.326,5.68742369
0.3262,5.68253968
0.3264,5.68253968
0.3266,5.68742369
0.3268,5.68742369
0.327,5.68253968
0.3272,5.68742369
0.3274,5.68742369
0.3276,5.68742369
0.3278,5.67765568
0.328,5.68742369
0.3282,5.68742369
0.3284,5.68742369
0.3286,5.68253968
0.3288,5.68742369
0.329,5.67765568
0.3292,5.68253968
0.3294,5.67765568
0.3296,5.68253968
0.3298,5.68253968
0.33,5.68253968
0.3302,5.67765568
0.3304,5.68253968
0.3306,5.67765568
0.3308,5.67765568
0.331,5.68253968
0.3312,5.67765568
0.3314,5.67765568
0.3316,5.67277167
0.3318,5.67277167
0.332,5.67277167
0.3322,5.67277167
0.3324,5.67765568
0.3326,5.67765568
0.3328,5.68253968
0.333,5.67277167
0.3332,5.67765568
0.3334,5.67765568
0.3336,5.67277167
0.3338,5.67765568
0.334,5.67277167
0.3342,5.68253968
0.3344,5.67765568
0.3346,5.67277167
0.3348,5.67765568
0.335,5.68253968
0.3352,5.67765568
0.3354,5.67765568
0.3356,5.68253968
0.3358,5.67765568
0.336,5.68253968
0.3362,5.68253968
0.3364,5.68253968
0.3366,5.68253968
0.3368,5.67765568
0.337,5.67765568
0.3372,5.68253968
0.3374,5.68253968
0.3376,5.68253968
0.3378,5.68742369
0.338,5.68742369
0.3382,5.68253968
0.3384,5.67765568
0.3386,5.68253968
0.3388,5.67765568
0.339,5.68253968
0.3392,5.68253968
0.3394,5.68742369
0.3396,5.68742369
0.3398,5.68742369
0.34,5.68253968
0.3402,5.68742369
0.3404,5.67765568
0.3406,5.67765568
0.3408,5.67765568
0.341,5.68253968
0.3412,5.68253968
0.3414,5.68742369
0.3416,5.68253968
0.3418,5.68253968
0.342,5.68253968
0.3422,5.68253968
0.3424,5.68253968
0.3426,5.67765568
0.3428,5.67765568
0.343,5.68253968
0.3432,5.68253968
0.3434,5.68253968
0.3436,5.68253968
0.3438,5.68742369
0.344,5.68742369
0.3442,5.68742369
0.3444,5.68742369
0.3446,5.68742369
0.3448,5.68253968
0.345,5.67765568
0.3452,5.68253968
0.3454,5.68253968
0.3456,5.68253968
0.3458,5.68253968
0.346,5.68253968
0.3462,5.68253968
0.3464,5.67765568
0.3466,5.68253968
0.3468,5.67765568
0.347,5.67765568
0.3472,5.67765568
0.3474,5.67765568
0.3476,5.68253968
0.3478,5.68253968
0.348,5.67277167
0.3482,5.68253968
0.3484,5.67765568
0.3486,5.67765568
0.3488,5.67765568
0.349,5.67765568
0.3492,5.68253968
0.3494,5.67277167
0.3496,5.67765568
0.3498,5.68253968
0.35,5.67277167
0.3502,5.67277167
0.3504,5.67765568
0.3506,5.68253968
0.3508,5.68253968
0.351,5.67765568
0.3512,5.68253968
0.3514,5.67765568
0.3516,5.67765568
0.3518,5.68253968
0.352,5.67765568
0.3522,5.67765568
0.3524,5.67765568
0.3526,5.67765568
0.3528,5.67765568
0.353,5.68253968
0.3532,5.68253968
0.3534,5.68253968
0.3536,5.69230769
0.3538,5.67765568
0.354,5.68253968
0.3542,5.68742369
0.3544,5.68742369
0.3546,5.67765568
0.3548,5.67765568
0.355,5.68253968
0.3552,5.68253968
0.3554,5.68253968
0.3556,5.68742369
0.3558,5.68742369
0.356,5.67765568
0.3562,5.68253968
0.3564,5.68253968
0.3566,5.68742369
0.3568,5.68253968
0.357,5.68253968
0.3572,5.68253968
0.3574,5.68253968
0.3576,5.67765568
0.3578,5.68253968
0.358,5.68253968
0.3582,5.68253968
0.3584,5.67765568
0.3586,5.68253968
0.3588,5.68742369
0.359,5.68742369
0.3592,5.68742369
0.3594,5.68742369
0.3596,5.68253968
0.3598,5.67765568
0.36,5.68253968
0.3602,5.68253968
0.3604,5.68253968
0.3606,5.67277167
0.3608,5.68742369
0.361,5.68742369
0.3612,5.68253968
0.3614,5.68253968
0.3616,5.68742369
0.3618,5.68253968
0.362,5.67765568
0.3622,5.68742369
0.3624,5.68253968
0.3626,5.68253968
0.3628,5.67765568
0.363,5.67765568
0.3632,5.68253968
0.3634,5.67765568
0.3636,5.67765568
0.3638,5.67765568
0.364,5.68253968
0.3642,5.67765568
0.3644,5.67765568
0.3646,5.67765568
0.3648,5.67765568
0.365,5.67277167
0.3652,5.67765568
0.3654,5.67765568
0.3656,5.67765568
0.3658,5.67277167
0.366,5.67765568
0.3662,5.67765568
0.3664,5.67277167
0.3666,5.66788767
0.3668,5.67277167
0.367,5.67765568
0.3672,5.66788767
0.3674,5.68253968
0.3676,5.67765568
0.3678,5.67765568
0.368,5.67765568
0.3682,5.67765568
0.3684,5.67765568
0.3686,5.67765568
0.3688,5.68253968
0.369,5.68253968
0.3692,5.68253968
0.3694,5.67765568
0.3696,5.67765568
0.3698,5.68253968
0.37,5.68253968
0.3702,5.67765568
0.3704,5.68253968
0.3706,5.68253968
0.3708,5.68253968
0.371,5.67765568
0.3712,5.68253968
0.3714,5.68742369
0.3716,5.67765568
0.3718,5.67765568
0.372,5.67765568
0.3722,5.68253968
0.3724,5.68253968
0.3726,5.68253968
0.3728,5.67765568
0.373,5.68253968
0.3732,5.68253968
0.3734,5.68253968
0.3736,5.68253968
0.3738,5.68253968
0.374,5.67765568
0.3742,5.68253968
0.3744,5.67765568
0.3746,5.67277167
0.3748,5.68253968
0.375,5.68253968
0.3752,5.67765568
0.3754,5.67765568
0.3756,5.67765568
0.3758,5.68742369
0.376,5.67765568
0.3762,5.67765568
0.3764,5.68253968
0.3766,5.68742369
0.3768,5.67765568
0.377,5.68253968
0.3772,5.68253968
0.3774,5.68253968
0.3776,5.67765568
0.3778,5.68742369
0.378,5.68253968
0.3782,5.68253968
0.3784,5.67765568
0.3786,5.68742369
0.3788,5.68742369
0.379,5.67765568
0.3792,5.68253968
0.3794,5.68742369
0.3796,5.68742369
0.3798,5.67765568
0.38,5.68253968
0.3802,5.68253968
0.3804,5.67765568
0.3806,5.67765568
0.3808,5.67765568
0.381,5.68253968
0.3812,5.67765568
0.3814,5.67277167
0.3816,5.68253968
0.3818,5.67765568
0.382,5.67765568
0.3822,5.67765568
0.3824,5.67765568
0.3826,5.68253968
0.3828,5.68253968
0.383,5.68253968
0.3832,5.15506716
0.3834,4.11477412
0.3836,3.68009768
0.3838,3.67521368
0.384,3.67521368
0.3842,3.66544567
0.3844,3.66544567
0.3846,3.67032967
0.3848,3.67521368
0.385,3.67032967
0.3852,3.67032967
0.3854,3.67521368
0.3856,3.68009768
0.3858,3.67521368
0.386,3.67521368
0.3862,3.68009768
0.3864,3.67521368
0.3866,3.67521368
0.3868,3.68009768
0.387,3.68498169
0.3872,3.68986569
0.3874,4.25152625
0.3876,5.2967033
0.3878,5.69230769
0.388,5.6971917
0.3882,5.6971917
0.3884,5.69230769
0.3886,5.68742369
0.3888,5.68253968
0.389,5.68253968
0.3892,5.69230769
0.3894,5.67765568
0.3896,5.67765568
0.3898,5.68253968
0.39,5.68253968
0.3902,5.67765568
0.3904,5.68253968
0.3906,5.68742369
0.3908,5.68253968
0.391,5.68253968
0.3912,5.68742369
0.3914,5.67765568
0.3916,5.67277167
0.3918,5.67765568
0.392,5.67765568
0.3922,5.68742369
0.3924,5.68253968
0.3926,5.68742369
0.3928,5.68742369
0.393,5.67765568
0.3932,5.68742369
0.3934,5.68253968
0.3936,5.68742369
0.3938,5.68253968
0.394,5.68253968
0.3942,5.68253968
0.3944,5.68742369
0.3946,5.68253968
0.3948,5.68253968
0.395,5.68253968
0.3952,5.68253968
0.3954,5.68253968
0.3956,5.68742369
0.3958,5.68253968
0.396,5.68253968
0.3962,5.68253968
0.3964,5.68253968
0.3966,5.68253968
0.3968,5.67765568
0.397,5.67765568
0.3972,5.68253968
0.3974,5.68253968
0.3976,5.67765568
0.3978,5.67765568
0.398,5.67765568
0.3982,5.67765568
0.3984,5.67277167
0.3986,5.68253968
0.3988,5.67765568
0.399,5.67765568
0.3992,5.67277167
0.3994,5.67765568
0.3996,5.67277167
0.3998,5.66788767
0.4,5.67277167
0.4002,5.67765568
0.4004,5.68253968
0.4006,5.67765568
0.4008,5.67765568
0.401,5.68253968
0.4012,5.67765568
0.4014,5.67277167
0.4016,5.67765568
0.4018,5.68253968
0.402,5.67765568
0.4022,5.67765568
0.4024,5.68253968
0.4026,5.67765568
0.4028,5.67765568
0.403,5.67765568
0.4032,5.68253968
0.4034,5.68253968
0.4036,5.67765568
0.4038,5.67765568
0.404,5.68742369
0.4042,5.68253968
0.4044,5.67765568
0.4046,5.68253968
0.4048,5.68253968
0.405,5.67765568
0.4052,5.68253968
0.4054,5.68742369
0.4056,5.68253968
0.4058,5.67765568
0.406,5.68253968
0.4062,5.68253968
0.4064,5.68253968
0.4066,5.67765568
0.4068,5.68253968
0.407,5.68253968
0.4072,5.67765568
0.4074,5.67765568
0.4076,5.68253968
0.4078,5.68742369
0.408,5.67765568
0.4082,5.68742369
0.4084,5.68253968
0.4086,5.67765568
0.4088,5.67765568
0.409,5.68253968
0.4092,5.67765568
0.4094,5.67765568
0.4096,5.68253968
0.4098,5.68253968
0.41,5.69230769
0.4102,5.68253968
0.4104,5.68253968
0.4106,5.68742369
0.4108,5.68742369
0.411,5.68742369
0.4112,5.68742369
0.4114,5.68742369
0.4116,5.68253968
0.4118,5.67765568
0.412,5.68253968
0.4122,5.68742369
0.4124,5.67765568
0.4126,5.68253968
0.4128,5.67765568
0.413,5.68253968
0.4132,5.68253968
0.4134,5.68742369
0.4136,5.68253968
0.4138,5.68253968
0.414,5.67765568
0.4142,5.67765568
0.4144,5.68253968
0.4146,5.67765568
0.4148,5.67765568
0.415,5.67277167
0.4152,5.68253968
0.4154,5.67277167
0.4156,5.68253968
0.4158,5.67765568
0.416,5.67765568
0.4162,5.67277167
0.4164,5.67277167
0.4166,5.67277167
0.4168,5.67277167
0.417,5.67277167
0.4172,5.67277167
0.4174,5.68253968
0.4176,5.67765568
0.4178,5.67765568
0.418,5.67765568
0.4182,5.67765568
0.4184,5.67765568
0.4186,5.68253968
0.4188,5.68253968
0.419,5.68253968
0.4192,5.67765568
0.4194,5.67765568
0.4196,5.68253968
0.4198,5.68253968
0.42,5.68253968
0.4202,5.68742369
0.4204,5.68742369
0.4206,5.68253968
0.4208,5.68742369
0.421,5.69230769
0.4212,5.7020757
0.4214,5.6971917
0.4216,5.53601954
0.4218,4.64713065
0.422,4.06105006
0.4222,4.04639805
0.4224,4.04639805
0.4226,4.04639805
0.4228,4.04639805
0.423,4.04639805
0.4232,4.05128205
0.4234,4.04151404
0.4236,4.04639805
0.4238,4.04151404
0.424,4.04639805
0.4242,4.04151404
0.4244,4.03663004
0.4246,4.04151404
0.4248,4.05128205
0.425,4.04639805
0.4252,4.04639805
0.4254,4.14896215
0.4256,4.98412698
0.4258,5.65811966
0.426,5.6971917
0.4262,5.69230769
0.4264,5.68742369
0.4266,5.68253968
0.4268,5.68742369
0.427,5.68742369
0.4272,5.67765568
0.4274,5.67765568
0.4276,5.68253968
0.4278,5.68742369
0.428,5.68253968
0.4282,5.68253968
0.4284,5.68742369
0.4286,5.68253968
0.4288,5.68253968
0.429,5.68253968
0.4292,5.68742369
0.4294,5.68253968
0.4296,5.67765568
0.4298,5.68253968
0.43,5.68253968
0.4302,5.67765568
0.4304,5.67765568
0.4306,5.68742369
0.4308,5.68253968
0.431,5.67277167
0.4312,5.67765568
0.4314,5.67765568
0.4316,5.67765568
0.4318,5.67277167
0.432,5.67765568
0.4322,5.67765568
0.4324,5.67277167
0.4326,5.67765568
0.4328,5.67765568
0.433,5.68253968
0.4332,5.67765568
0.4334,5.67277167
0.4336,5.67765568
0.4338,5.67765568
0.434,5.67277167
0.4342,5.67765568
0.4344,5.68253968
0.4346,5.67765568
0.4348,5.67765568
0.435,5.67765568
0.4352,5.68253968
0.4354,5.68253968
0.4356,5.68253968
0.4358,5.68253968
0.436,5.67765568
0.4362,5.67765568
0.4364,5.68253968
0.4366,5.68253968
0.4368,5.67765568
0.437,5.67765568
0.4372,5.68253968
0.4374,5.68253968
0.4376,5.68742369
0.4378,5.68742369
0.438,5.68253968
0.4382,5.68742369
0.4384,5.67765568
0.4386,5.68253968
0.4388,5.67765568
0.439,5.68253968
0.4392,5.67765568
0.4394,5.68253968
0.4396,5.68742369
0.4398,5.68253968
0.44,5.68253968
0.4402,5.68253968
0.4404,5.68253968
0.4406,5.67765568
0.4408,5.67765568
0.441,5.67765568
0.4412,5.68742369
0.4414,5.67765568
0.4416,5.68253968
0.4418,5.68253968
0.442,5.68253968
0.4422,5.68253968
0.4424,5.67765568
0.4426,5.68253968
0.4428,5.68742369
0.443,5.68253968
0.4432,5.68742369
0.4434,5.68742369
0.4436,5.68253968
0.4438,5.67765568
0.444,5.68742369
0.4442,5.68742369
0.4444,5.68253968
0.4446,5.68742369
0.4448,5.68742369
0.445,5.67765568
0.4452,5.67765568
0.4454,5.68742369
0.4456,5.68742369
0.4458,5.68742369
0.446,5.68253968
0.4462,5.68742369
0.4464,5.68253968
0.4466,5.67765568
0.4468,5.67765568
0.447,5.68253968
0.4472,5.68253968
0.4474,5.67765568
0.4476,5.67765568
0.4478,5.67765568
0.448,5.67277167
0.4482,5.67277167
0.4484,5.67765568
0.4486,5.67765568
0.4488,5.67765568
0.449,5.67765568
0.4492,5.67765568
0.4494,5.67277167
0.4496,5.67277167
0.4498,5.67277167
0.45,5.67765568
0.4502,5.67765568
0.4504,5.67277167
0.4506,5.67277167
0.4508,5.68253968
0.451,5.67765568
0.4512,5.67277167
0.4514,5.68253968
0.4516,5.67765568
0.4518,5.67765568
0.452,5.67765568
0.4522,5.67765568
0.4524,5.67765568
0.4526,5.67765568
0.4528,5.68742369
0.453,5.68742369
0.4532,5.68742369
0.4534,5.68253968
0.4536,5.68742369
0.4538,5.68253968
0.454,5.68253968
0.4542,5.68253968
0.4544,5.68253968
0.4546,5.68253968
0.4548,5.67765568
0.455,5.68253968
0.4552,5.68742369
0.4554,5.68742369
0.4556,5.68253968
0.4558,5.67765568
0.456,5.68742369
0.4562,5.68253968
0.4564,5.67765568
0.4566,5.68742369
0.4568,5.68253968
0.457,5.67765568
0.4572,5.68253968
0.4574,5.68253968
0.4576,5.67765568
0.4578,5.67277167
0.458,5.67765568
0.4582,5.68253968
0.4584,5.68253968
0.4586,5.68742369
0.4588,5.68742369
0.459,5.68742369
0.4592,5.68253968
0.4594,5.67765568
0.4596,5.68253968
0.4598,5.67765568
0.46,5.67765568
0.4602,5.68742369
0.4604,5.68742369
0.4606,5.68253968
0.4608,5.68742369
0.461,5.69230769
0.4612,5.68742369
0.4614,5.68742369
0.4616,5.68253968
0.4618,5.68253968
0.462,5.68253968
0.4622,5.67765568
0.4624,5.68253968
0.4626,5.68742369
0.4628,5.67765568
0.463,5.68253968
0.4632,5.68253968
0.4634,5.69230769
0.4636,5.67765568
0.4638,5.67765568
0.464,5.67765568
0.4642,5.68253968
0.4644,5.67765568
0.4646,5.67765568
0.4648,5.68253968
0.465,5.68253968
0.4652,5.67765568
0.4654,5.67277167
0.4656,5.67765568
0.4658,5.67277167
0.466,5.67277167
0.4662,5.67765568
0.4664,5.68253968
0.4666,5.67765568
0.4668,5.67277167
0.467,5.67765568
0.4672,5.67765568
0.4674,5.67765568
0.4676,5.67765568
0.4678,5.68742369
0.468,5.68253968
0.4682,5.68253968
0.4684,5.68253968
0.4686,5.67765568
0.4688,5.68253968
0.469,5.67765568
0.4692,5.68253968
0.4694,5.68742369
0.4696,5.67765568
0.4698,5.68253968
0.47,5.68253968
0.4702,5.68253968
0.4704,5.67765568
0.4706,5.68742369
0.4708,5.68742369
0.471,5.68253968
0.4712,5.68253968
0.4714,5.68742369
0.4716,5.68742369
0.4718,5.68253968
0.472,5.68253968
0.4722,5.68253968
0.4724,5.68253968
0.4726,5.68253968
0.4728,5.68253968
0.473,5.68253968
0.4732,5.67765568
0.4734,5.67765568
0.4736,5.68253968
0.4738,5.68742369
0.474,5.68253968
0.4742,5.68253968
0.4744,5.67765568
0.4746,5.68253968
0.4748,5.67765568
0.475,5.68253968
0.4752,5.68742369
0.4754,5.67765568
0.4756,5.67765568
0.4758,5.67765568
0.476,5.68742369
0.4762,5.68742369
0.4764,5.68742369
0.4766,5.68253968
0.4768,5.68742369
0.477,5.68253968
0.4772,5.68253968
0.4774,5.68742369
0.4776,5.68253968
0.4778,5.68253968
0.478,5.67765568
0.4782,5.68742369
0.4784,5.68742369
0.4786,5.68253968
0.4788,5.68742369
0.479,5.68742369
0.4792,5.68253968
0.4794,5.68253968
0.4796,5.68253968
0.4798,5.68742369
0.48,5.67765568
0.4802,5.67765568
0.4804,5.68253968
0.4806,5.67765568
0.4808,5.67277167
0.481,5.67765568
0.4812,5.67277167
0.4814,5.68253968
0.4816,5.67765568
0.4818,5.67765568
0.482,5.67765568
0.4822,5.67277167
0.4824,5.67277167
0.4826,5.67765568
0.4828,5.67277167
0.483,5.67765568
0.4832,5.67765568
0.4834,5.68253968
0.4836,5.67765568
0.4838,5.67765568
0.484,5.67765568
0.4842,5.68253968
0.4844,5.67277167
0.4846,5.67765568
0.4848,5.68253968
0.485,5.68253968
0.4852,5.67765568
0.4854,5.68253968
0.4856,5.68253968
0.4858,5.68253968
0.486,5.67765568
0.4862,5.67765568
0.4864,5.68742369
0.4866,5.68253968
0.4868,5.67765568
0.487,5.68253968
0.4872,5.68742369
0.4874,5.68253968
0.4876,5.68253968
0.4878,5.68253968
0.488,5.68742369
0.4882,5.67765568
0.4884,5.68742369
0.4886,5.68253968
0.4888,5.68253968
0.489,5.68253968
0.4892,5.68253968
0.4894,5.68253968
0.4896,5.68253968
0.4898,5.68253968
0.49,5.68253968
0.4902,5.68742369
0.4904,5.67765568
0.4906,5.67765568
0.4908,5.68253968
0.491,5.67765568
0.4912,5.67277167
0.4914,5.68742369
0.4916,5.68742369
0.4918,5.68742369
0.492,5.67765568
0.4922,5.68253968
0.4924,5.68253968
0.4926,5.68253968
0.4928,5.68253968
0.493,5.68742369
0.4932,5.68742369
0.4934,5.68253968
0.4936,5.68742369
0.4938,5.68742369
0.494,5.68742369
0.4942,5.68253968
0.4944,5.68253968
0.4946,5.68742369
0.4948,5.68253968
0.495,5.68253968
0.4952,5.68253968
0.4954,5.68742369
0.4956,5.67765568
0.4958,5.68253968
0.496,5.67765568
0.4962,5.68253968
0.4964,5.67765568
0.4966,5.68253968
0.4968,5.68253968
0.497,5.68253968
0.4972,5.67765568
0.4974,5.67765568
0.4976,5.68253968
0.4978,5.67765568
0.498,5.67765568
0.4982,5.67765568
0.4984,5.67277167
0.4986,5.67277167
0.4988,5.67765568
0.499,5.67765568
0.4992,5.67765568
0.4994,5.67277167
0.4996,5.67765568
0.4998,5.68253968
0.5,5.67765568
